"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_b_asc",0.809093282886424,0.119556884343902,6.76743365575747,0.240084510924336,3.37003532535847
"sigma_b_asc",2.42673605007437,0.057073927314626,42.5191705609591,0.117855933430789,20.5906989952226
"b_cost",-0.00488547726736822,0.00011272208713275,-43.3409049782296,0.000270184585082495,-18.0819985191848
"mu_b_wq_local_basin",-1.0253837690346,0.0843044670155316,-12.1628640252917,0.187810100152267,-5.4596838413018
"sigma_b_wq_local_basin",0.864369497840413,0.122944135372399,7.03058747147417,0.250967057793104,3.44415520284337
"mu_b_wq_nonlocal_basin",-0.671200781234858,0.0644972397756486,-10.406659006953,0.128808414956915,-5.21084574683544
"sigma_b_wq_nonlocal_basin",0.398166418413202,0.13650606610044,2.91684047301045,0.247938105616132,1.60591054539095
"mu_b_wq_local_sub_basin",-0.582375951542459,0.0442398069070869,-13.1640708280118,0.0954850251999136,-6.09913387280528
"sigma_b_wq_local_sub_basin",0.517346792474883,0.05463890411661,9.46846941459084,0.10748205152692,4.81333194822123
"mu_b_wq_nonlocal_sub_basin",-0.274951719777435,0.0380040892304099,-7.23479302741521,0.0821389065569793,-3.34739931784583
"sigma_b_wq_nonlocal_sub_basin",0.421122663590047,0.0507320186085561,8.30092464562457,0.115554694649546,3.64435789361244
"b_basesq_obs",0.288899200448026,0.0379872438355088,7.60516350433343,0.0784413942528027,3.68299420478116
