"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_cost",-0.00453590055944927,0.000107538534245285,-42.1793042957355,0.000208342264157514,-21.7713893903926
"mu_wtp_wq_local_basin",192.099574091106,15.0601350663827,12.7555014111336,23.4933598275117,8.17676039108505
"mu_wtp_wq_nonlocal_basin",161.894204206079,13.6538225104625,11.8570608400706,19.8483353260235,8.15656333626208
"mu_wtp_wq_local_sub_basin",127.548770567561,8.35580599818086,15.2646878823336,12.7888445881907,9.97343971834176
"mu_wtp_wq_nonlocal_sub_basin",87.9981994367996,7.08714455575716,12.4165944047685,10.7944267568549,8.15218829299272
"mu_b_asc",1.59367652248315,0.0693860645623862,22.9682506499594,0.106635649813079,14.9450631686185
"sigma_b_asc",-2.39070507254509,0.0547242456296986,-43.6863961309256,0.0860488831349424,-27.7831040386192
"sigma_wtp_wq_local_basin",134.06052710127,25.3414190548757,5.29017442989154,37.8316682825311,3.54360601018413
"sigma_wtp_wq_nonlocal_basin",-86.9842434688184,30.1464647153986,-2.88538786521086,39.6869890100267,-2.19175718890749
"sigma_wtp_wq_local_sub_basin",105.294288107921,11.6735295524749,9.01991875161674,18.5794524842589,5.66724386507781
"sigma_wtp_wq_nonlocal_sub_basin",83.6865581862851,10.6417285412431,7.86400046401763,16.8426115335767,4.96874003294864
