"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_cost",-0.00501441394697815,0.000115655866525853,-43.3563302719043,0.000281614537731854,-17.8059484690125
"asc_mu",1.52523129931602,0.0705132491705485,21.6304214776287,0.147913778575729,10.3116242043342
"asc_sigma",2.45262131366736,0.0569098086606828,43.0966360876521,0.116787048686679,21.0007988150068
"ln_wtp_local_basin_mu",5.08050110301861,0.100666265793299,50.4687549794543,0.201522482976937,25.2105920290792
"ln_wtp_local_basin_sigma",0.173882758546762,0.120225596277885,1.44630398126582,0.210957654236811,0.824254323341925
"ln_wtp_nonlocal_basin_mu",5.0151435079374,0.076004509522626,65.9848151042199,0.155967615482381,32.1550309814408
"ln_wtp_nonlocal_basin_sigma",-1.03802557167705,0.572492806051377,-1.81316788736014,0.884297386585428,-1.17384217959212
"ln_wtp_local_sub_basin_mu",4.66394016611686,0.0867828525528099,53.7426464897396,0.181980801477424,25.628748352861
"ln_wtp_local_sub_basin_sigma",0.0530035777082497,0.0816386322751094,0.649246272642539,0.169203587387853,0.313253273919975
"ln_wtp_nonlocal_sub_basin_mu",4.26837933283813,0.0898897581822019,47.4846013512056,0.183853773913601,23.2161638131181
"ln_wtp_nonlocal_sub_basin_sigma",-0.339756845853184,0.080251077687537,-4.23367331185321,0.0877633511023905,-3.8712838740262
