"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_b_asc",0.7498860015553,0.120534398125504,6.221344389794,0.242297851829312,3.09489331372018
"sigma_b_asc",2.41815909538724,0.0566803607268805,42.6630858444844,0.117031412908299,20.6624788618251
"b_cost",-0.00488994811541766,0.000112871678551011,-43.3230742927928,0.000269885725255586,-18.1185874532149
"mu_b_wq_local_basin",-1.00353864502986,0.0833959422376755,-12.0334229472437,0.1849532715439,-5.42590372504798
"sigma_b_wq_local_basin",0.839977126436835,0.121266077943567,6.92672790842405,0.2451973180073,3.42571906276654
"mu_b_wq_nonlocal_basin",-0.666048978260634,0.065282081745516,-10.2026308054489,0.131853407097016,-5.05143547614634
"sigma_b_wq_nonlocal_basin",0.391821772746144,0.148981273081285,2.63000687698757,0.289940387596996,1.35138735239176
"mu_b_wq_local_sub_basin",-0.558820109442026,0.0443033690882225,-12.6134901462964,0.0957128579342933,-5.83850614747764
"sigma_b_wq_local_sub_basin",0.498050361131317,0.0560654948937297,8.88336689215631,0.111866074882573,4.45220198933525
"mu_b_wq_nonlocal_sub_basin",-0.265494356190536,0.0381016077525121,-6.96806176566216,0.0826389912801179,-3.21270083380618
"sigma_b_wq_nonlocal_sub_basin",0.427989851048399,0.0503538724810013,8.4996412383155,0.115658605060566,3.70045835175235
"b_basesq_obs",0.349512086191047,0.0416352576440344,8.39461807056036,0.0852930856735437,4.09777748607657
"b_basesq_exp",-0.0346863448969627,0.00968913778472105,-3.57992069755268,0.0173900997166158,-1.99460299033367
