"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_b_asc",0.722094382709638,0.194436711012478,3.71377595799436,0.357981707788803,2.01712648160126
"sigma_b_asc",2.42015249378261,0.0560742247128758,43.1598030320496,0.119748905796142,20.2102263706913
"b_cost",-0.0048670358747637,0.000110122257397752,-44.196659147518,0.000264313905809256,-18.4138472013501
"mu_b_wq_local_basin",-0.432057233376231,0.0908069324015944,-4.7579763124852,0.198484738049469,-2.17677811212138
"sigma_b_wq_local_basin",0.479913639801919,0.141541926912108,3.39061117982325,0.322620271192737,1.48754955176147
"mu_b_wq_nonlocal_basin",-0.244297630032855,0.0689640814028141,-3.54238938681617,0.140186050836898,-1.74266718103849
"sigma_b_wq_nonlocal_basin",-0.153860039521567,0.1209722203148,-1.27186257407845,0.136421944867277,-1.12782470350541
"mu_b_wq_local_sub_basin",-0.600380558438002,0.0487662312365905,-12.311399573308,0.10254677697152,-5.85469944710932
"sigma_b_wq_local_sub_basin",0.504568625654284,0.0615368178933045,8.19945916815409,0.139337811995574,3.62118952801063
"mu_b_wq_nonlocal_sub_basin",-0.424763223248942,0.0414425272538941,-10.2494527094515,0.085679379504824,-4.95758986238954
"sigma_b_wq_nonlocal_sub_basin",0.4014208293361,0.0533063856663915,7.5304454488496,0.12502794393031,3.21064888949826
"b_basesq_exp",0.353803466637294,0.0495879839802619,7.1348628889233,0.0948048666328553,3.73191249777763
"b_basin_1",0.328757839602453,0.170685411127979,1.92610392083218,0.302135318990437,1.08811455973096
"b_basin_2",0.658391385030097,0.170524091148971,3.86098750384144,0.320603574285889,2.05359964091665
"b_basin_3",0.366139629240504,0.138480305459058,2.6439834027428,0.260420158715859,1.40595732314254
"b_basin_4",0.773063944687455,0.153602290541554,5.0328933374748,0.267685253540566,2.88795865466046
"b_subbasin_1",-0.291860606396778,0.130505451463422,-2.2363863204487,0.235724464984133,-1.23814304304996
"b_subbasin_2",-0.455292691129017,0.135112955703302,-3.3697189789024,0.22574678812271,-2.01682909827949
"b_subbasin_3",-0.39588304220182,0.132658312083959,-2.98423096135332,0.235588712464878,-1.68039902277083
"b_subbasin_4",-0.581598941774713,0.134567191716142,-4.32199657552153,0.249090541581769,-2.33488970749935
"b_subbasin_5",-0.524975282366286,0.158760058331929,-3.30672140009352,0.293782652746022,-1.78695126298057
"b_subbasin_6",-0.891303824147783,0.146890018841945,-6.0678310968619,0.267182248749881,-3.33593952561634
"b_subbasin_7",-0.753805292060425,0.170160042475973,-4.4299782786365,0.309481770898502,-2.43570175352152
"b_subbasin_8",-0.487073942866973,0.15557275682572,-3.13084342532168,0.295989456787048,-1.64557869105926
"b_subbasin_9",-1.05908878497632,0.157635918564943,-6.71857527534245,0.291541758846243,-3.63271727922476
"b_subbasin_10",-0.759129001192523,0.170560178780886,-4.45079857806525,0.320460984127816,-2.36886559921985
"b_subbasin_11",-0.503545219734801,0.123528860151135,-4.07633664812192,0.232069479948274,-2.16980371502119
"b_subbasin_12",-0.466034866391188,0.140275490858958,-3.3222829129842,0.239949284537788,-1.94222236290017
"b_subbasin_13",-0.411524739438834,0.140396341698384,-2.93116426297575,0.251756819927219,-1.63461208144352
"b_subbasin_14",-0.303216121214201,0.189632337655009,-1.59896842998282,0.301359994436648,-1.00615916781198
"b_subbasin_15",0.290238685827908,0.160457098653208,1.80882421696527,0.283474401223422,1.02386206505876
"b_subbasin_16",0.0041117306081286,0.106650535297908,0.0385533049285055,0.190980990864588,0.0215295280934214
"b_subbasin_17",-0.0412611675044699,0.106543393713527,-0.387271008237381,0.190052174224694,-0.217104422366081
