"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_b_asc",1.71859610583719,0.0771525383226488,22.2753021896713,0.164024968666493,10.4776493469818
"sigma_b_asc",2.41623474327766,0.0568199011618257,42.5244446729345,0.117133260418767,20.6280840697109
"b_cost",-0.00487740666795887,0.000112590431700592,-43.3199037812484,0.000269352248349244,-18.1079114722473
"mu_b_wq_local_basin",-0.623700945287829,0.121011117450042,-5.15407971127377,0.254642430223112,-2.44932058157534
"sigma_b_wq_local_basin",0.824388209406084,0.118202186300014,6.9743905354988,0.235772776477719,3.49653688488497
"mu_b_wq_nonlocal_basin",-0.288397697873819,0.108787909613507,-2.65100872788544,0.214345610097542,-1.34547984324278
"sigma_b_wq_nonlocal_basin",0.366791624121692,0.154663060624605,2.37155286233448,0.302280070834342,1.21341649520356
"mu_b_wq_local_sub_basin",-0.234066159517816,0.100046037699224,-2.33958450430097,0.20821656127522,-1.1241476570561
"sigma_b_wq_local_sub_basin",0.530764730124553,0.0544551456625407,9.74682417367332,0.108101563418748,4.90987098927103
"mu_b_wq_nonlocal_sub_basin",0.0839926602829124,0.101340718400932,0.828814533864013,0.208421850441597,0.402993544606536
"sigma_b_wq_nonlocal_sub_basin",-0.431791011950619,0.0485782571931518,-8.88856531500865,0.107036309235222,-4.03406110539292
"b_basesq_obs",-0.108764284560636,0.0209562382284356,-5.19006719502991,0.0423368224515562,-2.56902332916195
